Rating,Review,Class,Tokens
3,My rating for this product is solely based on it wasnt what I was looking for I Wanted a clear plastic zippered bag that was completely enclosed This has a small opening on either side of the zipper I have yet to find the product I am looking for that once use to be so popular,0,"['My', 'rating', 'product', 'solely', 'based', 'wasnt', 'I', 'looking', 'I', 'Wanted', 'clear', 'plastic', 'zippered', 'bag', 'completely', 'enclosed', 'This', 'small', 'opening', 'either', 'side', 'zipper', 'I', 'yet', 'find', 'product', 'I', 'looking', 'use', 'popular']"
1,DOES NOT WORK with MACs,0,"['DOES', 'NOT', 'WORK', 'MACs']"
4,This headset has been nice It fits well and volume is pretty good for the price Could be a little louder at times but depends on the phone I am currently using it with a SNOM M cordless IP phone Nice for the price,1,"['This', 'headset', 'nice', 'It', 'fits', 'well', 'volume', 'pretty', 'good', 'price', 'Could', 'little', 'louder', 'times', 'depends', 'phone', 'I', 'currently', 'using', 'SNOM', 'M', 'cordless', 'IP', 'phone', 'Nice', 'price']"
1,The part was not a genuine HP part no HP badging and it did not work I will not order these parts on line again,0,"['The', 'part', 'genuine', 'HP', 'part', 'HP', 'badging', 'work', 'I', 'order', 'parts', 'line']"
5,Does the job Good buy,1,"['Does', 'job', 'Good', 'buy']"
2,Hard to get the fluid to come out of the marker Yellow does not show up very well Red and orange would not come out on the marker tip so they could not really be used properly,0,"['Hard', 'get', 'fluid', 'come', 'marker', 'Yellow', 'show', 'well', 'Red', 'orange', 'would', 'come', 'marker', 'tip', 'could', 'really', 'used', 'properly']"
5,This was a gift for my mother for Christmas and she absolutely loves it The organizer is great for the different occasions and the cards are extremely unique Just absolutely beautifulso happy I was finally able to find something my mother loves and uses,1,"['This', 'gift', 'mother', 'Christmas', 'absolutely', 'loves', 'The', 'organizer', 'great', 'different', 'occasions', 'cards', 'extremely', 'unique', 'Just', 'absolutely', 'beautifulso', 'happy', 'I', 'finally', 'able', 'find', 'something', 'mother', 'loves', 'uses']"
1,Did not work in my printer and ended up costing me more money to purchase the name brand Dont buy,0,"['Did', 'work', 'printer', 'ended', 'costing', 'money', 'purchase', 'name', 'brand', 'Dont', 'buy']"
2,When opening the box it seemed like there were enough configurations that installing the projector to this would be a snap It actually wasnt Installing to the ceiling was easy enough but trying to balance the mount with a center point on the projector and trying to use the small and big adapters proved to be very difficult At the end we ended up using long parts short part and have a unbalance install Even after tightening up the screws every few weeks we have to adjust the alignment of the projector,0,"['When', 'opening', 'box', 'seemed', 'like', 'enough', 'configurations', 'installing', 'projector', 'would', 'snap', 'It', 'actually', 'wasnt', 'Installing', 'ceiling', 'easy', 'enough', 'trying', 'balance', 'mount', 'center', 'point', 'projector', 'trying', 'use', 'small', 'big', 'adapters', 'proved', 'difficult', 'At', 'end', 'ended', 'using', 'long', 'parts', 'short', 'part', 'unbalance', 'install', 'Even', 'tightening', 'screws', 'every', 'weeks', 'adjust', 'alignment', 'projector']"
5,Love it Great for the price and shipped in a timely manner I will definite shop with them again,1,"['Love', 'Great', 'price', 'shipped', 'timely', 'manner', 'I', 'definite', 'shop']"
1,Lamp stopped working September days later not a good lamp,0,"['Lamp', 'stopped', 'working', 'September', 'days', 'later', 'good', 'lamp']"
1,This printer has a deep sleep mode that renders it inoperable on a wireless network after a day It will not wake up I have spent hours trying to print a single page Ive had to reboot it and reconnect it several times I was trying to buy American but Brother is killing me here,0,"['This', 'printer', 'deep', 'sleep', 'mode', 'renders', 'inoperable', 'wireless', 'network', 'day', 'It', 'wake', 'I', 'spent', 'hours', 'trying', 'print', 'single', 'page', 'Ive', 'reboot', 'reconnect', 'several', 'times', 'I', 'trying', 'buy', 'American', 'Brother', 'killing']"
1,This one looks like its pictured However its very very thin About a couple of millimeters thick and can break into pieces with the tiniest amount of pressure I was hoping for something that would last,0,"['This', 'one', 'looks', 'like', 'pictured', 'However', 'thin', 'About', 'couple', 'millimeters', 'thick', 'break', 'pieces', 'tiniest', 'amount', 'pressure', 'I', 'hoping', 'something', 'would', 'last']"
2,This pen is a bit bulky uncomfortable for long periods of writing and does not write very smoothly Although the concept is neat I actually dont need this as much as I thought I would the hospital setting It does seem useful in the photo when I imagine road trips and night driving scenarios for the navigator,0,"['This', 'pen', 'bit', 'bulky', 'uncomfortable', 'long', 'periods', 'writing', 'write', 'smoothly', 'Although', 'concept', 'neat', 'I', 'actually', 'dont', 'need', 'much', 'I', 'thought', 'I', 'would', 'hospital', 'setting', 'It', 'seem', 'useful', 'photo', 'I', 'imagine', 'road', 'trips', 'night', 'driving', 'scenarios', 'navigator']"
5,I haveowned both HP and Lexmark printers in the past This printer is thebest when it comes to print quality and the easy wireless set upWireless works well for printing documents from both PC and iPad,1,"['I', 'haveowned', 'HP', 'Lexmark', 'printers', 'past', 'This', 'printer', 'thebest', 'comes', 'print', 'quality', 'easy', 'wireless', 'set', 'upWireless', 'works', 'well', 'printing', 'documents', 'PC', 'iPad']"
2,Lips are too heavy Pin causes shirt to hang down due to weight Lips are pretty The pin broke within the first week,0,"['Lips', 'heavy', 'Pin', 'causes', 'shirt', 'hang', 'due', 'weight', 'Lips', 'pretty', 'The', 'pin', 'broke', 'within', 'first', 'week']"
5,We get this Calendar every year to schedule our flight students With the changeable weather our schedules change a lot The laminated calendar helps us to keep track of our constantly changing schedule without it looking like a child has scribbled all over it It keeps our schedules looking professional and we have to buy one every year,1,"['We', 'get', 'Calendar', 'every', 'year', 'schedule', 'flight', 'students', 'With', 'changeable', 'weather', 'schedules', 'change', 'lot', 'The', 'laminated', 'calendar', 'helps', 'us', 'keep', 'track', 'constantly', 'changing', 'schedule', 'without', 'looking', 'like', 'child', 'scribbled', 'It', 'keeps', 'schedules', 'looking', 'professional', 'buy', 'one', 'every', 'year']"
5,erases excellent leaves nothing on your paper except for the dents if you write too hard my kids found a solution to their smudges in this eraser Happy Mom,1,"['erases', 'excellent', 'leaves', 'nothing', 'paper', 'except', 'dents', 'write', 'hard', 'kids', 'found', 'solution', 'smudges', 'eraser', 'Happy', 'Mom']"
3,Good for use in office However some of the colors fade off,0,"['Good', 'use', 'office', 'However', 'colors', 'fade']"
1,Will not work the printer reads the ink cartridges as being damaged I will not buy this product again nor will I recommend it,0,"['Will', 'work', 'printer', 'reads', 'ink', 'cartridges', 'damaged', 'I', 'buy', 'product', 'I', 'recommend']"
5,great,1,['great']
5,These were a gift for a first grader They are great for kids learning to follow directions and color patterns They increase geometric skills and have endless possibilities both with the included pattern sheets and just for creative construction The bright colors and smooth shapes are a pleasure to handle and kids do not tire of using them,1,"['These', 'gift', 'first', 'grader', 'They', 'great', 'kids', 'learning', 'follow', 'directions', 'color', 'patterns', 'They', 'increase', 'geometric', 'skills', 'endless', 'possibilities', 'included', 'pattern', 'sheets', 'creative', 'construction', 'The', 'bright', 'colors', 'smooth', 'shapes', 'pleasure', 'handle', 'kids', 'tire', 'using']"
2,shipped on time cannot get the cable to sync with the brigade computer recognizes the phone but cannot access anything on the phone,0,"['shipped', 'time', 'get', 'cable', 'sync', 'brigade', 'computer', 'recognizes', 'phone', 'access', 'anything', 'phone']"
4,Use these compatible cartridges for Espson Workforce I am please with the ink quality The black came out not quite black but it is fine A little bit tricky while installing but finally got it in the slot Did a couple of head cleanings and the print out look quite good The number of print pages is acceptable more than a hundred pages for the black cartridge,1,"['Use', 'compatible', 'cartridges', 'Espson', 'Workforce', 'I', 'please', 'ink', 'quality', 'The', 'black', 'came', 'quite', 'black', 'fine', 'A', 'little', 'bit', 'tricky', 'installing', 'finally', 'got', 'slot', 'Did', 'couple', 'head', 'cleanings', 'print', 'look', 'quite', 'good', 'The', 'number', 'print', 'pages', 'acceptable', 'hundred', 'pages', 'black', 'cartridge']"
1,Will NOT work in my Epson XP Just keeps telling me its not a true Epson ink I didnt need it right away so its past the day mark and I cant return it Waste of money Cant print anything with these cartridges,0,"['Will', 'NOT', 'work', 'Epson', 'XP', 'Just', 'keeps', 'telling', 'true', 'Epson', 'ink', 'I', 'didnt', 'need', 'right', 'away', 'past', 'day', 'mark', 'I', 'cant', 'return', 'Waste', 'money', 'Cant', 'print', 'anything', 'cartridges']"
3,Each lanyard had a Made in China sticker on it in a prominant place Each sticker when removed left a yellow adhesive stain This was a bummer Want to order more but I do not want stains on every one,0,"['Each', 'lanyard', 'Made', 'China', 'sticker', 'prominant', 'place', 'Each', 'sticker', 'removed', 'left', 'yellow', 'adhesive', 'stain', 'This', 'bummer', 'Want', 'order', 'I', 'want', 'stains', 'every', 'one']"
5,FANS A simply must have Great cup Looks like the real thing,1,"['FANS', 'A', 'simply', 'must', 'Great', 'cup', 'Looks', 'like', 'real', 'thing']"
3,stars because of all the difficulty in getting the WiFi setup on this printer I tried the provided install disk on different computers running Windows another running Windows and on running Windows XP and all three had the same problem I was able to get the connection from each computer to the printer using a USB cable first step in setting up the Wireless But when it got to the Searching for Wireless Network part the installer would spin for a few seconds looking for networks in range not find one what and error out There was no effort made to allow me to manually setup the Wifi I just could not connect I tried downloading latest install drivers from the Brother website and it was no different Failed at the same placeI tried contacting Brother but their contact method is horrible I sent an email into a blackhole was informed Id get a response in hours and a week later I had not heard back from them I was about to contact Amazon and request a return when I got an idea to try connecting through a wired network connection first That went pretty smoothly and afterwards I was able to get the Wifi setup on the printer Now I am able to use all three computers I do not know about toner life as Ive only been using the printer for a day nowSo star gone because of the poor setup that would not complete per the wizard And another star gone due to Brother not getting back to me to help with the setup,0,"['stars', 'difficulty', 'getting', 'WiFi', 'setup', 'printer', 'I', 'tried', 'provided', 'install', 'disk', 'different', 'computers', 'running', 'Windows', 'another', 'running', 'Windows', 'running', 'Windows', 'XP', 'three', 'problem', 'I', 'able', 'get', 'connection', 'computer', 'printer', 'using', 'USB', 'cable', 'first', 'step', 'setting', 'Wireless', 'But', 'got', 'Searching', 'Wireless', 'Network', 'part', 'installer', 'would', 'spin', 'seconds', 'looking', 'networks', 'range', 'find', 'one', 'error', 'There', 'effort', 'made', 'allow', 'manually', 'setup', 'Wifi', 'I', 'could', 'connect', 'I', 'tried', 'downloading', 'latest', 'install', 'drivers', 'Brother', 'website', 'different', 'Failed', 'placeI', 'tried', 'contacting', 'Brother', 'contact', 'method', 'horrible', 'I', 'sent', 'email', 'blackhole', 'informed', 'Id', 'get', 'response', 'hours', 'week', 'later', 'I', 'heard', 'back', 'I', 'contact', 'Amazon', 'request', 'return', 'I', 'got', 'idea', 'try', 'connecting', 'wired', 'network', 'connection', 'first', 'That', 'went', 'pretty', 'smoothly', 'afterwards', 'I', 'able', 'get', 'Wifi', 'setup', 'printer', 'Now', 'I', 'able', 'use', 'three', 'computers', 'I', 'know', 'toner', 'life', 'Ive', 'using', 'printer', 'day', 'nowSo', 'star', 'gone', 'poor', 'setup', 'would', 'complete', 'per', 'wizard', 'And', 'another', 'star', 'gone', 'due', 'Brother', 'getting', 'back', 'help', 'setup']"
4,GREAT VALUE The phone allows for multiple area codes that DO NOT need to be preceded by a A PLUS for any larger city going to digit local dialing The display shows what you are currently dialing so if there is a question about finger cooperation one look will tell YES finally The sound quality is good with volume controlled by the speaker phone volume control If a number is displayed and dial display is pressed it automatically uses the speaker phone ability or the handset can be picked up when the called party answers The third line summary shows NEW as well as the number of calls in memoryJust be careful when using the small legs that can be extended from the base to enhance the viewing angle It is easy to cause them to partially retract back into the base leaving the unit wobblyOverall I really like the unit therefore I have two and it works well with my headset,1,"['GREAT', 'VALUE', 'The', 'phone', 'allows', 'multiple', 'area', 'codes', 'DO', 'NOT', 'need', 'preceded', 'A', 'PLUS', 'larger', 'city', 'going', 'digit', 'local', 'dialing', 'The', 'display', 'shows', 'currently', 'dialing', 'question', 'finger', 'cooperation', 'one', 'look', 'tell', 'YES', 'finally', 'The', 'sound', 'quality', 'good', 'volume', 'controlled', 'speaker', 'phone', 'volume', 'control', 'If', 'number', 'displayed', 'dial', 'display', 'pressed', 'automatically', 'uses', 'speaker', 'phone', 'ability', 'handset', 'picked', 'called', 'party', 'answers', 'The', 'third', 'line', 'summary', 'shows', 'NEW', 'well', 'number', 'calls', 'memoryJust', 'careful', 'using', 'small', 'legs', 'extended', 'base', 'enhance', 'viewing', 'angle', 'It', 'easy', 'cause', 'partially', 'retract', 'back', 'base', 'leaving', 'unit', 'wobblyOverall', 'I', 'really', 'like', 'unit', 'therefore', 'I', 'two', 'works', 'well', 'headset']"
5,the price was great as far as the quality seems good for printing data i havent printed a photo yet so will update when i do the shipping was fast,1,"['price', 'great', 'far', 'quality', 'seems', 'good', 'printing', 'data', 'havent', 'printed', 'photo', 'yet', 'update', 'shipping', 'fast']"
5,The best for your desk This has everything I need Even a drawer Not too bulky but compact keeps stuff organized where I can reach it easily Ive had another for years but I broke it Glad I found the same one again Very good product,1,"['The', 'best', 'desk', 'This', 'everything', 'I', 'need', 'Even', 'drawer', 'Not', 'bulky', 'compact', 'keeps', 'stuff', 'organized', 'I', 'reach', 'easily', 'Ive', 'another', 'years', 'I', 'broke', 'Glad', 'I', 'found', 'one', 'Very', 'good', 'product']"
2,Like another customer commented this machine did an okay job while it worked but after about nine months of light usage it died The first thing to go out was the trigger that turns the shredder on when paper is first inserted That broke about three months after we got it Theres sort of a manual override switch on it though so you could keep it on if you were going to shred a lot of documents We would have to use this switch to turn it on to shred even one document after the trigger broke I would see about having it fixed but it was really loud when it was working anyway so I think were going to spend more money next time to get a better model I have to admit that it was pretty quick though and it didnt have a problem cutting through two or three pages at a time,0,"['Like', 'another', 'customer', 'commented', 'machine', 'okay', 'job', 'worked', 'nine', 'months', 'light', 'usage', 'died', 'The', 'first', 'thing', 'go', 'trigger', 'turns', 'shredder', 'paper', 'first', 'inserted', 'That', 'broke', 'three', 'months', 'got', 'Theres', 'sort', 'manual', 'override', 'switch', 'though', 'could', 'keep', 'going', 'shred', 'lot', 'documents', 'We', 'would', 'use', 'switch', 'turn', 'shred', 'even', 'one', 'document', 'trigger', 'broke', 'I', 'would', 'see', 'fixed', 'really', 'loud', 'working', 'anyway', 'I', 'think', 'going', 'spend', 'money', 'next', 'time', 'get', 'better', 'model', 'I', 'admit', 'pretty', 'quick', 'though', 'didnt', 'problem', 'cutting', 'two', 'three', 'pages', 'time']"
2,The amount and quality of print is great for the price but a black smudge appears vertically on every page printed every Dissapointed,0,"['The', 'amount', 'quality', 'print', 'great', 'price', 'black', 'smudge', 'appears', 'vertically', 'every', 'page', 'printed', 'every', 'Dissapointed']"
5,Works great,1,"['Works', 'great']"
1,I have purchased several of these Handspring GPS springboards and the Geoid though twice the price has the least functionality of any of them First the compass requires that you calibrate each time you are in a different environment This requires that you go through a compass set up process that includes holding the unit level and spinning slowly around in a circle This quickly grows annoying as you have to set it whenever you use the unit I tried calibrating in my car and the unit never would calibrate Whether intended or not most people will be buying this unit for use in the car Since it was unable to be calibrated in the car the icon showing the direction of travel never did work accurately The identity of streets are a mystery until you actually select them with your stylus Again when trying to drive to a location this is akward You either have to pull your car over everytime you need a street name or you pull this manuever off while driving Nearly impossible in a shaky car To navigate to a point their is no ability to indicate where the point is in reference to your current location So your only option is to zoom out to the extent that you can see both your location and the target location This makes it increasingly difficult to select a certain road and identify which one to take to your targetIn conclusion there are better springboards available for half the price Dont waste your money,0,"['I', 'purchased', 'several', 'Handspring', 'GPS', 'springboards', 'Geoid', 'though', 'twice', 'price', 'least', 'functionality', 'First', 'compass', 'requires', 'calibrate', 'time', 'different', 'environment', 'This', 'requires', 'go', 'compass', 'set', 'process', 'includes', 'holding', 'unit', 'level', 'spinning', 'slowly', 'around', 'circle', 'This', 'quickly', 'grows', 'annoying', 'set', 'whenever', 'use', 'unit', 'I', 'tried', 'calibrating', 'car', 'unit', 'never', 'would', 'calibrate', 'Whether', 'intended', 'people', 'buying', 'unit', 'use', 'car', 'Since', 'unable', 'calibrated', 'car', 'icon', 'showing', 'direction', 'travel', 'never', 'work', 'accurately', 'The', 'identity', 'streets', 'mystery', 'actually', 'select', 'stylus', 'Again', 'trying', 'drive', 'location', 'akward', 'You', 'either', 'pull', 'car', 'everytime', 'need', 'street', 'name', 'pull', 'manuever', 'driving', 'Nearly', 'impossible', 'shaky', 'car', 'To', 'navigate', 'point', 'ability', 'indicate', 'point', 'reference', 'current', 'location', 'So', 'option', 'zoom', 'extent', 'see', 'location', 'target', 'location', 'This', 'makes', 'increasingly', 'difficult', 'select', 'certain', 'road', 'identify', 'one', 'take', 'targetIn', 'conclusion', 'better', 'springboards', 'available', 'half', 'price', 'Dont', 'waste', 'money']"
5,Excellent phone system Our old phone was starting to fail and my wife wanted a new better system Well we decide to give this one a shot and it was worth it Excellent reception and a very clear digital answering maching We have not played with all the functions yet The only had thinf so far is turning off the ringer it takes a little time going through menus to get to it it could have been made easier,1,"['Excellent', 'phone', 'system', 'Our', 'old', 'phone', 'starting', 'fail', 'wife', 'wanted', 'new', 'better', 'system', 'Well', 'decide', 'give', 'one', 'shot', 'worth', 'Excellent', 'reception', 'clear', 'digital', 'answering', 'maching', 'We', 'played', 'functions', 'yet', 'The', 'thinf', 'far', 'turning', 'ringer', 'takes', 'little', 'time', 'going', 'menus', 'get', 'could', 'made', 'easier']"
5,love this paper,1,"['love', 'paper']"
2,I really wanted to like this productits a good idea that has seemingly come up a little bit short of expectations The coil base seems to work ok but the configurable holder that secures the phone to the coil base doesnt work all that great I have a Lifeproof case for my phone and I have problems getting the phone to secure snuggly in the Naja stand holder It seems as though it needs to be a little bit bigger to better encompass the phone Sometimes it works and other times I have to sit there and manipulate the holder for several minutes to get it to grab onto the phone and keep it secure So I find it a little aggravating at times I dont think I would recommend this product to anyone else as it has not met my expectations,0,"['I', 'really', 'wanted', 'like', 'productits', 'good', 'idea', 'seemingly', 'come', 'little', 'bit', 'short', 'expectations', 'The', 'coil', 'base', 'seems', 'work', 'ok', 'configurable', 'holder', 'secures', 'phone', 'coil', 'base', 'doesnt', 'work', 'great', 'I', 'Lifeproof', 'case', 'phone', 'I', 'problems', 'getting', 'phone', 'secure', 'snuggly', 'Naja', 'stand', 'holder', 'It', 'seems', 'though', 'needs', 'little', 'bit', 'bigger', 'better', 'encompass', 'phone', 'Sometimes', 'works', 'times', 'I', 'sit', 'manipulate', 'holder', 'several', 'minutes', 'get', 'grab', 'onto', 'phone', 'keep', 'secure', 'So', 'I', 'find', 'little', 'aggravating', 'times', 'I', 'dont', 'think', 'I', 'would', 'recommend', 'product', 'anyone', 'else', 'met', 'expectations']"
1,Just when you thought Chinese manufacturing couldnt make a more worthless pos in steps the sound oasis Ive heard better quality sound on a talking childrens doll On top of the cheap manufacturing and sound the sound card did not work when I popped it in bucks gets you this I dont think so Less than minutes after recieving this thing its back in the box and back to Amazon it goes One more thing The rain sound Really The worst rain sound EVER I think the sound oasis sound engineers need to get their ears checked LOL,0,"['Just', 'thought', 'Chinese', 'manufacturing', 'couldnt', 'make', 'worthless', 'pos', 'steps', 'sound', 'oasis', 'Ive', 'heard', 'better', 'quality', 'sound', 'talking', 'childrens', 'doll', 'On', 'top', 'cheap', 'manufacturing', 'sound', 'sound', 'card', 'work', 'I', 'popped', 'bucks', 'gets', 'I', 'dont', 'think', 'Less', 'minutes', 'recieving', 'thing', 'back', 'box', 'back', 'Amazon', 'goes', 'One', 'thing', 'The', 'rain', 'sound', 'Really', 'The', 'worst', 'rain', 'sound', 'EVER', 'I', 'think', 'sound', 'oasis', 'sound', 'engineers', 'need', 'get', 'ears', 'checked', 'LOL']"
5,I had looked for the phone battery in the store Even in the discount stores the cost would have been prohibitive the cost to replace the batteries would have been more than the phone system value,1,"['I', 'looked', 'phone', 'battery', 'store', 'Even', 'discount', 'stores', 'cost', 'would', 'prohibitive', 'cost', 'replace', 'batteries', 'would', 'phone', 'system', 'value']"
2,I bought this as I need a lot of cushion wrap for sending products I make for my business the actual product you get is the quality youd come to expect from a company like Scotch however the perforations are very difficult to tear causing the plastic to warp It seems a little too thick The other issue Ive encountered is the roll fits far too snugly making it very difficult to dispenseI find I have better luck with the small rolls of Duck cushion wrap that you can get from the grocery store Its slightly better value for money even in smaller quantities,0,"['I', 'bought', 'I', 'need', 'lot', 'cushion', 'wrap', 'sending', 'products', 'I', 'make', 'business', 'actual', 'product', 'get', 'quality', 'youd', 'come', 'expect', 'company', 'like', 'Scotch', 'however', 'perforations', 'difficult', 'tear', 'causing', 'plastic', 'warp', 'It', 'seems', 'little', 'thick', 'The', 'issue', 'Ive', 'encountered', 'roll', 'fits', 'far', 'snugly', 'making', 'difficult', 'dispenseI', 'find', 'I', 'better', 'luck', 'small', 'rolls', 'Duck', 'cushion', 'wrap', 'get', 'grocery', 'store', 'Its', 'slightly', 'better', 'value', 'money', 'even', 'smaller', 'quantities']"
1,I bought this printer when my old HP allinone finally died after six years and wouldnt pick up paper any longer Im giving the printer two stars because the color output does look nice for regular pages Ive not tried printing any photos on it so I cant really comment on thatNow for the negatives I spend a huge amount of time clearing nonexistent paper jams from this printer Basically anytime the printer doesnt want to pick up the paper which is often it decides it has a paper jam Clearing a paper jam requires removing the back cover This means that the printer really cant be conveniently located against a wall unless you want to keep pulling it out and turning it around Repeatedly taking off the back cover and reinstalling it seems for me at least to inevitably lead to slightly misaligning the print head When the printer sees this condition it requires a recalibration Other printers Ive owned have made recalibration optional but for this printer it seems to be mandatory You cant use it again until it prints the calibration page The calibration page uses lots of ink Speaking of ink usage the printer seems to use more ink than other printers Ive owned So even though the ink may cost a tiny bit less than other brands youll go through more of it The printer also requires both color and BW cartridges with ink in them in order to print Other printers typically allow you to print with one if the other is dry as long as the empty cartridge is still in the slot So even if you plan to print only BW youll end up using the more expensive color cartridge anyway I had to uninstall the antivirussecurity program CA Security Center on my laptop in order to use the wireless feature with this printer I finally found that Microsoft Security Essentials does work okay with the printer I tried to find some way to get both to work at the same time but it was impossible Im not technologically challengedIm the ops manager for a supercomputing center The wireless component of the printer software is just very cumbersome and difficult to work withIn sum I wish I hadnt been taken in by the claims of cheaper printing made on the packaging This printer has been a headache Once I feel like I have gotten my moneys worth out of it then Ill give it away and go buy a new HP The old HP wasnt perfect but it printed on the first try every time never jammed allowed for BWonly printingcopying and seemed to have a less intrusive software interfaceEditing My Review Ive changed my review from two stars to one star Now when the printer does pick up paper which is still seldom it doesnt actually print anything on the page It feeds the page through and makes all of the noises one would expect when a page is printing but the output is blank All of the components are installed correctly and the ink cartridges are at least half full so there is no obvious reason for this to happen I suppose I could try to go through all of the troubleshooting procedures and looking up codes on the Kodak Web site etc but Ive wasted enough time and frustration already,0,"['I', 'bought', 'printer', 'old', 'HP', 'allinone', 'finally', 'died', 'six', 'years', 'wouldnt', 'pick', 'paper', 'longer', 'Im', 'giving', 'printer', 'two', 'stars', 'color', 'output', 'look', 'nice', 'regular', 'pages', 'Ive', 'tried', 'printing', 'photos', 'I', 'cant', 'really', 'comment', 'thatNow', 'negatives', 'I', 'spend', 'huge', 'amount', 'time', 'clearing', 'nonexistent', 'paper', 'jams', 'printer', 'Basically', 'anytime', 'printer', 'doesnt', 'want', 'pick', 'paper', 'often', 'decides', 'paper', 'jam', 'Clearing', 'paper', 'jam', 'requires', 'removing', 'back', 'cover', 'This', 'means', 'printer', 'really', 'cant', 'conveniently', 'located', 'wall', 'unless', 'want', 'keep', 'pulling', 'turning', 'around', 'Repeatedly', 'taking', 'back', 'cover', 'reinstalling', 'seems', 'least', 'inevitably', 'lead', 'slightly', 'misaligning', 'print', 'head', 'When', 'printer', 'sees', 'condition', 'requires', 'recalibration', 'Other', 'printers', 'Ive', 'owned', 'made', 'recalibration', 'optional', 'printer', 'seems', 'mandatory', 'You', 'cant', 'use', 'prints', 'calibration', 'page', 'The', 'calibration', 'page', 'uses', 'lots', 'ink', 'Speaking', 'ink', 'usage', 'printer', 'seems', 'use', 'ink', 'printers', 'Ive', 'owned', 'So', 'even', 'though', 'ink', 'may', 'cost', 'tiny', 'bit', 'less', 'brands', 'youll', 'go', 'The', 'printer', 'also', 'requires', 'color', 'BW', 'cartridges', 'ink', 'order', 'print', 'Other', 'printers', 'typically', 'allow', 'print', 'one', 'dry', 'long', 'empty', 'cartridge', 'still', 'slot', 'So', 'even', 'plan', 'print', 'BW', 'youll', 'end', 'using', 'expensive', 'color', 'cartridge', 'anyway', 'I', 'uninstall', 'antivirussecurity', 'program', 'CA', 'Security', 'Center', 'laptop', 'order', 'use', 'wireless', 'feature', 'printer', 'I', 'finally', 'found', 'Microsoft', 'Security', 'Essentials', 'work', 'okay', 'printer', 'I', 'tried', 'find', 'way', 'get', 'work', 'time', 'impossible', 'Im', 'technologically', 'challengedIm', 'ops', 'manager', 'supercomputing', 'center', 'The', 'wireless', 'component', 'printer', 'software', 'cumbersome', 'difficult', 'work', 'withIn', 'sum', 'I', 'wish', 'I', 'hadnt', 'taken', 'claims', 'cheaper', 'printing', 'made', 'packaging', 'This', 'printer', 'headache', 'Once', 'I', 'feel', 'like', 'I', 'gotten', 'moneys', 'worth', 'Ill', 'give', 'away', 'go', 'buy', 'new', 'HP', 'The', 'old', 'HP', 'wasnt', 'perfect', 'printed', 'first', 'try', 'every', 'time', 'never', 'jammed', 'allowed', 'BWonly', 'printingcopying', 'seemed', 'less', 'intrusive', 'software', 'interfaceEditing', 'My', 'Review', 'Ive', 'changed', 'review', 'two', 'stars', 'one', 'star', 'Now', 'printer', 'pick', 'paper', 'still', 'seldom', 'doesnt', 'actually', 'print', 'anything', 'page', 'It', 'feeds', 'page', 'makes', 'noises', 'one', 'would', 'expect', 'page', 'printing', 'output', 'blank', 'All', 'components', 'installed', 'correctly', 'ink', 'cartridges', 'least', 'half', 'full', 'obvious', 'reason', 'happen', 'I', 'suppose', 'I', 'could', 'try', 'go', 'troubleshooting', 'procedures', 'looking', 'codes', 'Kodak', 'Web', 'site', 'etc', 'Ive', 'wasted', 'enough', 'time', 'frustration', 'already']"
5,This unit is much better than the lower end units Very good unit,1,"['This', 'unit', 'much', 'better', 'lower', 'end', 'units', 'Very', 'good', 'unit']"
3,Its pretty but I think they stretched the picture to make it fit and it definitely looks stretchedI think I would rather have a smaller picture that fits better,0,"['Its', 'pretty', 'I', 'think', 'stretched', 'picture', 'make', 'fit', 'definitely', 'looks', 'stretchedI', 'think', 'I', 'would', 'rather', 'smaller', 'picture', 'fits', 'better']"
1,I just purchased this two pack of ink and one was low Didnt try the second one yet When I complained to their CS Department they were rude and offered no help,0,"['I', 'purchased', 'two', 'pack', 'ink', 'one', 'low', 'Didnt', 'try', 'second', 'one', 'yet', 'When', 'I', 'complained', 'CS', 'Department', 'rude', 'offered', 'help']"
5,very good very fast thank you,1,"['good', 'fast', 'thank']"
3,I bought this recorder because its the cheapest recorder listed on Amazon that allows for SD cards and has a USB port for downloading recordings from the device to my PC That works fairly well for me but I use the VLC Media Player as my go to media player and it can play just about any file you throw at it My gripe is with the SD Card Slot Maybe this is my own inexperience with using SD Cards Ive only used them in my cell phones but it seems as if I need to tape the card in place In my cell phones that make use of SD cards they click in to place and are ejected by pressing on the card Putting a piece of tape over it seems to help but really who wants to do that,0,"['I', 'bought', 'recorder', 'cheapest', 'recorder', 'listed', 'Amazon', 'allows', 'SD', 'cards', 'USB', 'port', 'downloading', 'recordings', 'device', 'PC', 'That', 'works', 'fairly', 'well', 'I', 'use', 'VLC', 'Media', 'Player', 'go', 'media', 'player', 'play', 'file', 'throw', 'My', 'gripe', 'SD', 'Card', 'Slot', 'Maybe', 'inexperience', 'using', 'SD', 'Cards', 'Ive', 'used', 'cell', 'phones', 'seems', 'I', 'need', 'tape', 'card', 'place', 'In', 'cell', 'phones', 'make', 'use', 'SD', 'cards', 'click', 'place', 'ejected', 'pressing', 'card', 'Putting', 'piece', 'tape', 'seems', 'help', 'really', 'wants']"
